ref	text	parallel	translation
Mt.26.73	afar leitil þan atgaggandans þai standandans qeþun Paitrau bi sunjai jah þu þize is jah auk razda þeina bandweiþ þuk		
Mt.26.74	þanuh dugann afdomjan jah swaran þatei ni kann þana mannan jah suns hana hrukida		
Mt.26.75	jah gamunda Paitrus waurdis Iesuis qiþanis du sis þatei faur hanins hruk þrim sinþam afaikis mik jah usgaggands ut gaigrot baitraba		
Mt.27.1	at maurgin þan waurþanana runa nemun allai gudjans jah þai sinistans manageins bi Iesu ei afdauþidedeina ina		
Mt.27.2	jah gabindandans ina gatauhun jah anafulhun ina Pauntiau Peilatau kindina		
Mt.27.3	þanuh gasaiƕands Iudas sa galewjands ina þatei du stauai gatauhans warþ idreigonds gawandida þans þrins tiguns silubrinaize gudjam jah sinistam		
Mt.27.4	qiþands frawaurhta mis galewjands bloþ swikn iþ eis qeþun ƕa kara unsis þu witeis		
Mt.27.5	jah atwairpands þaim silubreinam in alh aflaiþ jah galeiþands ushaihah sik		
Mt.27.6	iþ þai gudjans nimandans þans skattans qeþun ni skuld ist lagjan þans in kaurbaunan unte andawairþi bloþis ist		
Mt.27.7	garuni þan nimandans usbauhtedun us þaim þana akr kasjins du usfilhan ana gastim		
Mt.27.8	duþþe haitans warþ akrs jains akrs bloþis und hina dag		
Mt.27.9	þanuh usfullnoda þata qiþano þairh Iairaimian praufetu qiþandan jah usnemun þrins tiguns silubreinaize andawairþi þis wairþodins þatei garahnidedun fram sunum Israelis		
Mt.27.10	jah atgebun ins und akra kasjins swaswe anabauþ mis frauja		
Mt.27.11	iþ Iesus stoþ faura kindina jah frah ina sa kindins qiþands þu is þiudans Iudaie iþ Iesus qaþ du imma þu qiþis		
Mt.27.12	jah miþþanei wrohiþs was fram þaim gudjam jah sinistam ni waiht andhof		
Mt.27.13	þanuh qaþ du imma Peilatus niu hauseis ƕan filu ana þuk weitwodjand		
Mt.27.14	jah ni andhof imma wiþra ni ainhun waurde swaswe sildaleikida sa kindins filu		
Mt.27.15	and dulþ þan ƕarjoh biuhts was sa kindins fraletan ainana þizai managein bandjan þanei wildedun		
Mt.27.16	habaidedunuh þan bandjan gatarhidana haitanana Barabban		
Mt.27.17	gaqumanaim þan im qaþ im Peilatus ƕana wileiþ ei fraletau izwis Barabban þau Iesu saei haitada Xristus		
Mt.27.18	wissa auk þatei in neiþis atgebun ina		
Mt.27.19	sitandin þan imma ana stauastola insandida du imma qens is qiþandei ni waiht þus jah þamma garaihtin		
Mt.27.42	Israelis ist atsteigadau nu af þamma galgin ei gasaiƕaima jah galaubjam imma		
Mt.27.43	trauaida du guda lausjadau nu ina jabai wili ina qaþ auk þatei gudis im sunus		
Mt.27.44	þatuh samo jah þai waidedjans þai miþushramidans imma idweitidedun imma		
Mt.27.45	fram saihston þan ƕeilai warþ riqis ufar allai airþai und ƕeila niundon		
Mt.27.46	iþ þan bi ƕeila niundon ufhropida Iesus stibnai mikilai qiþands helei helei lima sibakþani þatei ist guþ meins guþ meins duƕe mis bilaist		
Mt.27.47	iþ sumai þize jainar standandane gahausjandans qeþun þatei Helian wopeiþ sa		
Mt.27.48	jah suns þragida ains us im jah nam swamm fulljands aketis jah lagjands ana raus draggkida ina		
Mt.27.49	iþ þai anþarai qeþun let ei saiƕam qimaiu Helias nasjan ina		
Mt.27.50	iþ Iesus aftra hropjands stibnai mikilai aflailot ahman		
Mt.27.51	jah þan faurhah alhs diskritnoda in twa iupaþro und dalaþ jah airþa inreiraida jah stainos disskritnodedun		
Mt.27.52	jah hlaiwasnos usluknodedun jah managa leika þize ligandane weihaize urrisun		
Mt.27.53	jah usgaggandans us hlaiwasnom afar urrist is innatgaggandans in þo weihon baurg jah ataugidedun sik managaim		
Mt.27.54	iþ hundafaþs jah þai miþ imma witandans Iesua gasaiƕandans þo reiron jah þo waurþanona ohtedun abraba qiþandans bi sunjai gudis sunus ist sa		
Mt.27.55	wesunuh þan jainar qinons managos fairraþro saiƕandeins þozei laistidedun afar Iesua fram Galeilaia andbahtjandeins imma		
Mt.27.56	in þaimei was Marja so Magdalene jah Marja so Iakobis jah Iosezis aiþei jah aiþei suniwe Zaibaidaiaus		
Mt.27.57	iþ þan seiþu warþ qam manna gabigs af Areimaþaias þizuh namo Iosef saei jah silba siponida Iesua		
Mt.27.58	sah atgaggands du Peilatau baþ þis leikis Iesuis þanuh Peilatus uslaubida giban þata leik		
Mt.27.59	jah nimands þata leik Iosef biwand ita sabana hrainjamma		
Mt.27.60	jah galagida ita in niujamma seinamma hlaiwa þatei ushuloda ana staina jah faurwalwjands staina mikilamma daurons þis hlaiwis galaiþ		
Mt.27.61	wasuh þan jainar Marja Magdalene jah so anþara Marja sitandeins andwairþis þamma hlaiwa		
Mt.27.62	iftumin þan daga saei ist afar paraskaiwein gaqemun auhumistans gudjans jah Fareisaieis du Peilatau		
Mt.27.63	qiþandans frauja gamundedum þatei jains airzjands qaþ nauh libands afar þrins dagans urreisa		
Mt.27.64	hait nu witan þamma hlaiwa und þana þridjan dag ibai ufto qimandans þai siponjos is binimaina imma jah qiþaina du managein urrais us dauþaim jah ist so speidizei airziþa wairsizei þizai frumein		
Mt.27.65	qaþ im Peilatus habaiþ wardjans gaggiþ witaiduh swaswe kunnuþ		
Mt.27.66	iþ eis gaggandans galukun þata hlaiw faursigljandans þana		
Jn.5.45	þatei ik wrohidedjau izwis du attin ist saei wrohida izwis Moses du þammei jus weneiþ		
Jn.5.46	jabai allis Mose galaubidedeiþ ga~þau~laubidedeiþ mis bi mik auk jains gamelida		
Jn.5.47	þande nu jainis melam ni galaubeiþ ƕaiwa meinaim waurdam galaubjaiþ		
Jn.6.1	afar þata galaiþ Iesus ufar marein þo Galeilaie jah Tibairiade		
Jn.6.2	jah laistida ina manageins filu unte gaseƕun taiknins þozei gatawida bi siukaim		
Jn.6.3	usiddja þan ana fairguni Iesus jah jainar gasat miþ siponjam seinaim		
Jn.6.4	wasuh þan neƕa pasxa so dulþs Iudaie		
Jn.6.5	þaruh ushof augona Iesus jah gaumida þammei manageins filu iddja du imma qaþuh du Filippau ƕaþro bugjam hlaibans ei matjaina þai		
Jn.6.6	þatuh þan qaþ fraisands ina iþ silba wissa þatei habaida taujan		
Jn.6.7	andhof imma Filippus twaim hundam skatte hlaibos ni ganohai sind þaim þei nimai ƕarjizuh leitil		
Jn.6.8	qaþ ains þize siponje is Andraias broþar Paitraus Seimonaus		
Jn.6.9	ist magula ains her saei habaiþ ·e· hlaibans barizeinans jah ·b· fiskans akei þata ƕa ist du swa managaim		
Jn.6.10	iþ Iesus qaþ waurkeiþ þans mans anakumbjan wasuh þan hawi manag ana þamma stada þaruh anakumbidedun wairos raþjon swaswe fimf þusundjos		
Jn.6.11	namuh þan þans hlaibans Iesus jah awiliudonds gadailida þaim anakumbjandam samaleiko jah þize fiske swa filu swe wildedun		
Jn.6.12	þanuh biþe sadai waurþun qaþ du siponjam seinaim galisiþ þos aflifnandeins drauhsnos þei waihtai ni fraqistnai		
Jn.6.13	þanuh galesun jah gafullidedun ·ib· tainjons gabruko us fimf hlaibam þaim barizeinam þatei aflifnoda þaim matjandam		
Jn.6.14	þaruh þai mans gasaiƕandans þoei gatawida taikn Iesus qeþun þatei sa ist bi sunjai praufetus sa qimanda in þo manaseþ		
Jn.6.15	iþ Iesus kunnands þatei munaidedun usgaggan jah wilwan ina ei tawidedeina ina du þiudana afiddja aftra in fairguni is ains		
Jn.6.16	iþ swe seiþu warþ atiddjedun siponjos is ana marein		
Jn.6.17	jah usstigun in skip iddjedunuh ufar marein in Kafarnaum jah riqis juþan warþ jah ni atiddja nauhþan du im Iesus		
Jn.6.18	iþ marei winda mikilamma waiandin urraisida was		
Jn.6.19	þaruh farjandans swe spaurde ·k· jah ·e· aiþþau ·l· gasaiƕand Iesu gaggandan ana marein jah neƕa skipa qimandan jah ohtedun sis		
Jn.6.20	þaruh is qaþ im ik im ni ogeiþ izwis		
Jn.6.21	þaruh wildedun ina niman in skip jah sunsaiw þata skip warþ ana airþai ana þoei eis iddjedun		
Jn.6.22	iftumin daga managei sei stoþ hindar marein seƕun þatei skip anþar ni was jainar alja ain jah þatei miþ~ni~qam siponjam seinaim Iesus in þata skip ak ainai siponjos is galiþun		
Jn.6.23	anþara þan skipa qemun us Tibairiadau neƕa þamma stada þarei matidedun hlaif ana þammei awiliudoda frauja		
Jn.6.24	þaruh þan gasaƕ managei þatei Iesus nist jainar nih siponjos is gastigun in skipa jah qemun in Kafarnaum sokjandans Iesu		
Jn.6.25	jah bigetun ina hindar marein qeþunuh du imma rabbei ƕan her qamt		
Jn.6.26	andhof im Iesus jah qaþ amen amen qiþa izwis sokeiþ mik ni þatei seƕuþ taiknins jah fauratanja ak þatei matideduþ þize hlaibe jah sadai waurþuþ		
Jn.6.27	waurkjaiþ ni þana mat þana fralusanan ak mat þana wisandan du libainai aiweinon þanei sunus mans gibiþ izwis þanuh auk atta gasiglida guþ		
Jn.6.28	þaruh qeþun du imma ƕa taujaima ei waurkjaima waurstwa gudis		
Jn.6.29	andhof Iesus jah qaþ du im þat~ist waurstw gudis ei galaubjaiþ þammei insandida jains		
Jn.6.30	qeþun du imma aþþan ƕa taujis þu taikne ei saiƕaima jah galaubjaima þus ƕa waurkeis		
Jn.6.31	attans unsarai manna matidedun ana auþidai swaswe ist gameliþ hlaif us himina gaf im du matjan		
Jn.6.32	þaruh qaþ im Iesus amen amen qiþa izwis ni Moses gaf izwis hlaif us himina ak atta meins gaf izwis hlaif us himina þana sunjeinan		
Jn.6.33	sa auk hlaifs gudis ist saei atstaig us himina jah gaf libain þizai manasedai		
Jn.6.34	þanuh qeþun du imma frauja framwigis gif unsis þana hlaif		
Jn.6.35	jah qaþ du im Iesus ik im sa hlaifs libainais þana gaggandan du mis ni huggreiþ jah þana galaubjandan du mis ni þaurseiþ ƕanhun		
Jn.6.36	akei qaþ izwis þatei gaseƕuþ mik jah ni galaubeiþ		
Jn.6.37	all þatei gaf mis atta du mis qimiþ jah þana gaggandan du mis ni uswairpa ut		
Jn.6.38	unte atstaig us himina nih þeei taujau wiljan meinana ak wiljan þis sandjandins mik		
Jn.6.40	þatuh þan ist wilja þis sandjandins mik ei ƕazuh saei saiƕiþ þana sunu jah galaubeiþ du imma aigi libain aiweinon jah urraisja ina ik in spedistin daga		
Jn.6.41	birodidedun þan Iudaieis bi ina unte qaþ ik im hlaifs sa atsteigands us himina		
Jn.6.42	jah qeþun niu sa ist Iesus sa sunus Iosefis þizei weis kunþedum attan jah aiþein ƕaiwa nu qiþiþ sa þatei us himina atstaig		
Jn.6.43	andhof þan Iesus jah qaþ du im ni birodeiþ miþ izwis misso		
Jn.6.44	ni manna mag qiman at mis nibai atta saei sandida mik atþinsiþ ina jah ik urraisja ina in þamma spedistin daga		
Jn.6.45	ist gameliþ ana praufetum jah wairþand allai laisidai gudis ƕazuh nu sa gahausjands at attin jah ganam gaggiþ du mis		
Jn.6.46	ni þatei attan seƕi ƕas nibai saei was fram attin sa saƕ attan		
Jn.6.47	amen amen qiþa izwis saei galaubeiþ du mis aih libain aiweinon		
Jn.6.48	ik im sa hlaifs libainais		
Jn.6.49	attans izwarai matidedun manna in auþidai jah gaswultun		
Jn.6.50	sa ist hlaifs saei us himina atstaig ei saei þis matjai ni gadauþnai		
Jn.6.51	ik im hlaifs sa libanda sa us himina qumana jabai ƕas matjiþ þis hlaibis libaiþ in ajukduþ jah þan sa hlaifs þanei ik giba leik mein ist þatei ik giba in þizos manasedais libainais		
Jn.6.52	þanuh sokun miþ sis misso Iudaieis qiþandans ƕaiwa mag sa unsis leik giban du matjan		
Jn.6.53	þaruh qaþ du im Iesus amen amen qiþa izwis nibai matjiþ leik þis sunaus mans jah driggkaiþ is bloþ ni habaiþ libain in izwis silbam		
Jn.6.54	saei matjiþ mein leik jah driggkiþ mein bloþ aih libain aiweinon jah ik urraisja ina in þamma spedistin daga		
Jn.6.55	þata auk leik meinata bi sunjai ist mats jah þata bloþ mein bi sunjai ist draggk		
Jn.6.56	saei matjiþ mein leik jah driggkiþ mein bloþ in mis wisiþ jah ik in imma		
Jn.6.57	swaswe insandida mik libands atta jah ik liba in attins jah saei matjiþ mik jah sa libaiþ in meina		
Jn.6.58	sa ist hlaifs saei us himina atstaig ni swaswe matidedun attans izwarai manna jah gadauþnodedun iþ saei matjiþ þana hlaif libaiþ in ajukduþ		
Jn.6.59	þata qaþ in swnagoge laisjands in Kafarnaum		
Jn.6.60	þanuh managai gahausjandans þize siponje is qeþun hardu ist þata waurd ƕas mag þis hausjon		
Jn.6.61	iþ witands Iesus in sis silbin þatei birodidedun þata þai siponjos is qaþ du im þata izwis gamarzeiþ		
Jn.6.62	jabai nu gasaiƕiþ sunu mans ussteigan þadei was faurþis		
Jn.6.63	ahma ist saei liban taujiþ þata leik ni boteiþ waiht þo waurda þoei ik rodida izwis ahma ist jah libains ist		
Jn.6.64	akei sind izwara sumai þaiei ni galaubjand wissuh þan us frumistja Iesus ƕarjai sind þai ni galaubjandans jah ƕas ist saei galeiweiþ ina		
Jn.6.65	jah qaþ duþe qaþ izwis þatei ni ainshun mag qiman at mis nibai ist atgiban imma fram attin meinamma		
Jn.6.66	uzuh þamma mela managai galiþun siponje is ibukai jah þanaseiþs miþ imma ni iddjedun		
Jn.6.67	þaruh qaþ Iesus du þaim twalibim ibai jah jus wileiþ galeiþan		
Jn.6.68	þanuh andhof imma Seimon Paitrus frauja du ƕamma galeiþaima waurda libainais aiweinons habais		
Jn.6.69	jah weis galaubidedum jah ufkunþedum þatei þu is Xristus sunus gudis libandins		
Jn.6.70	andhof im Iesus niu ik izwis ·ib· gawalida jah izwara ains diabaulus ist		
Jn.6.71	qaþuh þan þana Iudan Seimonis Iskariotu sa auk habaida ina galewjan ains wisands þize twalibe		
Jn.7.1	jah ƕarboda Iesus afar þata in Galeilaia ni auk wilda in Iudaia gaggan unte sokidedun ina þai Iudaieis usqiman		
Jn.7.2	wasuh þan neƕa dulþs Iudaie so hleþrastakeins		
Jn.7.3	þanuh qeþun du imma broþrjus is usleiþ þaþro jah gagg in Iudaian ei jah þai siponjos þeinai saiƕaina waurstwa þeina þoei þu taujis		
Jn.7.4	ni manna auk in analaugnein ƕa taujiþ jah sokeiþ sik uskunþana wisan jabai þata taujis bairhtei þuk silban þizai manasedai		
Jn.7.5	ni auk þai broþrjus is galaubidedun imma		
Jn.7.6	þaruh qaþ im Iesus mel mein ni nauh ist iþ mel izwar sinteino ist manwu		
Jn.7.7	ni mag so manaseþs fijan izwis iþ mik fijaiþ unte ik weitwodja bi ins þatei waurstwa ize ubila sind		
Jn.7.8	jus galeiþiþ in dulþ þo iþ ik ni nauh galeiþa in þo dulþ unte meinata mel ni nauh usfulliþ ist		
Jn.7.9	þatuh þan qaþ du im wisands in Galeilaia		
Jn.7.10	iþ biþe galiþun þai broþrjus is þanuh jah is galaiþ in þo dulþ ni andaugjo ak swe analaugniba		
Jn.7.11	þanuh Iudaieis sokidedun ina in þizai dulþai jah qeþun ƕar ist jains		
Jn.7.12	jah birodeins mikila bi ina was in managein sumaih qeþun þatei sunjeins ist anþarai qeþun ne ak airzeiþ þo managein		
Jn.7.13	nih þan ainshun sweþauh balþaba rodida bi ina in agisis Iudaie		
Jn.7.14	iþ juþan ana midjai dulþ usstaig Iesus in alh jah laisida		
Jn.7.15	jah sildaleikidedun manageins qiþandans ƕaiwa sa bokos kann unuslaisiþs		
Jn.7.16	andhof þan Iesus jah qaþ so meina laiseins nist meina ak þis sandjandins mik		
Jn.7.17	jabai ƕas wili wiljan is taujan ufkunnaiþ bi þo laisein framuh guda sijai þau iku fram mis silbin rodja		
Jn.7.18	saei fram sis silbin rodeiþ hauhiþa seina sokeiþ iþ saei sokeiþ hauhiþa þis sandjandins sik sah sunjeins ist jah inwindiþa in imma nist		
Jn.7.19	niu Moses gaf izwis witoþ jah ni ainshun izwara taujiþ þata witoþ ƕa mik sokeiþ usqiman		
Jn.7.20	andhof so managei jah qeþun unhulþon habais ƕas þuk sokeiþ usqiman		
Jn.7.21	andhof Iesus jah qaþ du im ain waurstw gatawida jah allai sildaleikeiþ		
Jn.7.22	duþþe Moses atgaf izwis bimait ni þatei fram Mose sijai ak us attam jah in sabbato bimaitiþ mannan		
Jn.7.23	jabai bimait nimiþ manna in sabbato ei ni gatairaidau witoþ þata Mosezis iþ mis hatizoþ unte allana mannan hailana gatawida in sabbato		
Jn.7.24	ni stojaiþ bi siunai ak þo garaihton staua stojaiþ		
Jn.7.25	qeþunuh þan sumai þize Iairusaulwmeite niu sa ist þammei sokjand usqiman		
Jn.7.26	jah sai andaugiba rodeiþ jah waiht du imma ni qiþand ibai aufto bi sunjai ufkunþedun þai reiks þatei sa ist bi sunjai Xristus		
Jn.7.27	akei þana kunnum ƕaþro ist iþ Xristus biþe qimiþ ni manna wait ƕaþro ist		
Jn.7.28	hropida þan in alh laisjands Iesus jah qiþands jah mik kunnuþ jah wituþ ƕaþro im jah af mis silbin ni qam ak ist sunjeins saei sandida mik þanei jus ni kunnuþ		
Jn.7.29	iþ ik kann ina unte fram imma im jah is mik insandida		
Jn.7.30	sokidedun þan ina gafahan jah ni ainshun uslagida ana ina handu unte nauhþanuh ni atiddja ƕeila is		
Jn.7.31	iþ managai þizos manageins galaubidedun imma jah qeþun ei Xristus þan qimiþ ibai ei managizeins taiknins taujai þaimei sa tawida		
Jn.7.32	hausidedun þan Fareisaieis þo managein birodjandein bi ina þata inuhsandidedun andbahtans þai Fareisaieis jah þai auhumistans gudjans ei gafaifaheina ina		
Jn.7.33	þanuh qaþ Iesus nauh leitila ƕeila miþ izwis im jah þan gagga du þamma sandjandin mik		
Jn.7.34	sokeiþ mik jah ni bigitiþ jah þarei im ik jus ni maguþ qiman		
Jn.7.35	þaruh qeþun þai Iudaieis du sis misso ƕadre sa skuli gaggan þei weis ni bigitaima ina nibai in distahein þiudo skuli gaggan jah laisjan þiudos		
Jn.7.36	ƕa sijai þata waurd þatei qaþ sokeiþ mik jah ni bigitiþ jah þarei im ik jus ni maguþ qiman		
Jn.7.37	iþ in spedistin daga þamma mikilin dulþais stoþ Iesus jah hropida qiþands jabai ƕana þaursjai gaggai du mis jah driggkai		
Jn.7.38	saei galaubeiþ du mis swaswe qaþ gameleins aƕos us wambai is rinnand watins libandins		
Jn.7.39	þatuh þan qaþ bi ahman þanei skuldedun niman þai galaubjandans du imma unte ni nauhþanuh was ahma sa weiha ana im unte Iesus nauhþanuh ni hauhiþs was		
Jn.7.40	managai þan þizos manageins hausjandans þize waurde qeþun sa ist bi sunjai sa praufetes		
Jn.7.41	sumaih qeþun sa ist Xristus sumaih qeþun ibai þau us Galeilaia Xristus qimiþ		
Jn.7.42	niu gameleins qaþ þatei us fraiwa Daweidis jah us Beþlaihaim weihsa þarei was Daweid Xristus qimiþ		
Jn.7.43	þanuh missaqiss in þizai managein warþ bi ina		
Jn.7.44	sumaih þan ize wildedun fahan ina akei ni ainshun uslagida ana ina handuns		
Jn.7.45	galiþun þan þai andbahtos du þaim auhumistam gudjam jah Fareisaium þaruh qeþun du im jainai duƕe ni attauhuþ ina		
Jn.7.46	andhofun þai andbahtos ni ƕanhun aiw rodida manna swaswe sa manna		
Jn.7.47	andhofun þan im þai Fareisaieis ibai jah jus afairzidai sijuþ		
Jn.7.48	sai jau ainshun þize reike galaubidedi imma aiþþau Fareisaie		
Jn.7.49	alja so managei þaiei ni kunnun witoþ fraqiþanai sind		
Jn.7.50	qaþ Nikaudemus du im saei atiddja du imma in naht sums wisands izei		
Jn.7.51	ibai witoþ unsar stojiþ mannan nibai faurþis hauseiþ fram imma jah ufkunnaiþ ƕa taujai		
Jn.7.52	andhofun jah qeþun du imma ibai jah þu us Galeilaia is ussokei jah saiƕ þatei praufetus us Galeilaia ni urreisiþ		
Jn.8.12	aftra du im Iesus rodida qaþuh ik im liuhaþ manasedais saei laisteiþ mik ni gaggiþ in riqiza ak habaiþ liuhaþ libainais		
Jn.8.13	þanuh qeþun du imma þai Fareisaieis þu bi þuk silban weitwodeis so weitwodiþa þeina nist sunjeina		
Jn.8.14	andhof Iesus jah qaþ du im jah jabai ik weitwodja bi mik silban sunja ist so weitwodiþa meina unte wait ƕaþro qam jah ƕaþ galeiþa iþ jus ni wituþ ƕaþro qima aiþþau ƕaþ galeiþa		
Jn.8.15	jus bi leika stojiþ iþ ik ni stoja ainnohun		
Jn.8.16	jaþ~þan jabai stoja ik staua meina sunjeina ist unte ains ni im ak ik jah saei sandida mik atta		
Jn.8.17	jah þan in witoda izwaramma gameliþ ist þatei twaddje manne weitwodiþa sunja ist		
Jn.8.18	ik im saei weitwodja bi mik silban jah weitwodeiþ bi mik saei sandida mik atta		
Jn.8.19	qeþun þan du imma ƕar ist sa atta þeins andhof Iesus ni mik kunnuþ nih attan meinana iþ mik kunþedeiþ jah þau attan meinana kunþedeiþ		
Jn.8.20	þo waurda rodida in gazaufwlakio laisjands in alh jah ainshun ni faifah ina unte nauhþanuh ni qam ƕeila is		
